id,file_id,line,point,fleet_nr,vibrator,drive,avg_phase,peak_phase,avg_dist,peak_dist,avg_force,peak_force,avg_stiffness,avg_viscosity,easting,northing,elevation,time_break,hdop,tb_date,positioning,distance,time,velocity,dense_flag
7891941,311,4827,1841, ,13,75,2,7,14,36,62,81,9,4,531819.2,2373994.6,113.3,2023/10/24 02:12:33.808,0.6,"    1698084753808000","
",22.5568171513691,12.5,1.80454537210953,0
7891949,311,4829,1841, ,13,75,2,8,10,17,65,77,12,5,531841.7,2373993,113.1,2023/10/24 02:12:58.200,0.6,"    1698084778200000","
",37.9051447696927,19.5,1.94385357793296,0
7891959,311,4831,1843, ,13,75,1,7,11,22,65,76,14,7,531868.1,2374020.2,112.6,2023/10/24 02:13:29.752,0.6,"    1698084809752000","
",30.3026401489324,15.5,1.95500904186661,0
7891966,311,4829,1843, ,13,75,2,7,12,25,64,79,11,5,531837.8,2374020.6,113.2,2023/10/24 02:13:57.736,0.6,"    1698084837736000","
",22.7727907821104,11.5,1.98024267670526,0
7891975,311,4827,1843, ,13,75,2,8,12,23,61,80,9,4,531815.2,2374017.8,113.5,2023/10/24 02:14:21.608,0.6,"    1698084861608000","
",50.100399199982,20.5,2.44392191219424,0
7891985,311,4823,1843, ,13,75,2,8,11,21,64,81,9,4,531765.1,2374017.6,113.2,2023/10/24 02:14:53.680,0.6,"    1698084893680000","
",27.236005580797,13.5,2.01748189487385,0
7891992,311,4821,1843, ,13,75,2,7,10,19,63,78,10,4,531737.9,2374019,113.5,2023/10/24 02:15:18.840,0.6,"    1698084918840000","
",49.9001002003237,19.5,2.5589794974525,0
7892003,311,4817,1843, ,13,75,2,8,12,24,65,77,13,6,531688,2374018.9,113.3,2023/10/24 02:15:49.912,0.6,"    1698084949912000","
",24.105186163954,12.5,1.92841489311632,0
7892070,311,4817,1845, ,13,75,2,7,10,16,66,80,11,5,531693.9,2374046.3,113,2023/10/24 02:19:18.760,0.6,"    1698085158760000","
",25.3031618577016,13.5,1.87430828575567,0
7892077,311,4819,1845, ,13,75,1,8,11,27,65,76,16,8,531719,2374043.1,113.2,2023/10/24 02:19:44.432,0.6,"    1698085184432000","
",22.7220157556033,13.5,1.68311227819284,0
7892085,311,4821,1845, ,13,75,2,7,10,19,66,77,14,6,531741.7,2374044.1,113.2,2023/10/24 02:20:09.640,0.6,"    1698085209640000","
",50.1000000000931,19.5,2.56923076923555,0
7892095,311,4825,1845, ,13,75,2,8,11,22,59,85,7,3,531791.8,2374044.1,112.7,2023/10/24 02:20:41.160,0.6,"    1698085241160000","
",50.8015747786703,19.5,2.60520896300873,0
7892103,311,4829,1845, ,13,75,2,8,11,22,65,81,11,5,531842.6,2374044.5,112.6,2023/10/24 02:21:12.704,0.6,"    1698085272704000","
",25.5765517613533,14.5,1.76390012147264,0
7892111,311,4831,1845, ,13,75,2,9,8,18,67,80,16,7,531868,2374047.5,112.3,2023/10/24 02:21:39.144,0.6,"    1698085299144000","
",22.0435931736237,12.5,1.76348745388989,0
7892118,311,4831,1847, ,13,75,2,6,10,21,63,81,9,4,531863.6,2374069.1,112.1,2023/10/24 02:22:04.040,0.6,"    1698085324040000","
",22.2225111091868,15.5,1.43371039414109,0
7892125,311,4829,1847, ,13,75,1,6,12,30,59,84,8,3,531841.4,2374068.1,112.2,2023/10/24 02:22:31.512,0.6,"    1698085351512000","
",25.3333771930053,15.5,1.6344114318068,0
7892135,311,4827,1847, ,13,75,2,8,13,34,60,83,8,3,531816.1,2374066.8,112.5,2023/10/24 02:22:59.224,0.6,"    1698085379224000","
",76.2000656167232,27.5,2.77091147697175,0
7892146,311,4821,1847, ,13,75,2,9,13,29,65,77,14,7,531739.9,2374066.9,113,2023/10/24 02:23:39.104,0.6,"    1698085419104000","
",23.1423853567143,13.5,1.71425076716402,0
7892151,311,4819,1847, ,13,75,2,9,14,33,64,77,17,8,531716.8,2374068.3,113,2023/10/24 02:24:04.896,0.6,"    1698085444896000","
",26.9313943196779,13.5,1.99491809775392,0
7892159,311,4817,1847, ,13,75,2,9,11,22,65,77,12,6,531689.9,2374069.6,112.7,2023/10/24 02:24:30.576,0.6,"    1698085470576000","
",27.2470181855574,12.5,2.1797614548446,0
7892216,311,4819,1849, ,13,75,2,8,13,29,64,76,16,8,531718.5,2374093.9,113,2023/10/24 02:27:48.456,0.6,"    1698085668456000","
",23.441842930982,13.5,1.73643280970237,0
7892223,311,4821,1849, ,13,75,1,7,11,25,65,78,15,7,531741.9,2374092.5,112.9,2023/10/24 02:28:13.600,0.5,"    1698085693600000","
",27.2244375515679,13.5,2.01662500381985,0
7892230,311,4823,1849, ,13,75,2,7,11,21,65,78,12,6,531769,2374095.1,112.7,2023/10/24 02:28:38.768,0.5,"    1698085718768000","
",24.7291326171814,12.5,1.97833060937451,0
7892237,311,4825,1849, ,13,75,2,7,13,32,61,81,8,3,531793.7,2374093.9,112.5,2023/10/24 02:29:03.624,0.6,"    1698085743624000","
",24.0052077683156,11.5,2.08740937115788,0
7892245,311,4827,1849, ,13,75,2,8,12,27,62,81,9,4,531817.7,2374094.4,112.3,2023/10/24 02:29:27.288,0.5,"    1698085767288000","
",49.402530299594,19.5,2.53346309228687,0
7892251,311,4831,1849, ,13,75,2,8,12,26,66,78,14,7,531867.1,2374094.9,112.1,2023/10/24 02:29:58.864,0.6,"    1698085798864000","
",37.0741149592755,23.5,1.57762191316066,0
7892260,311,4829,1851, ,13,75,1,7,10,21,65,80,13,5,531839.1,2374119.2,112.1,2023/10/24 02:30:34.512,0.5,"    1698085834512000","
",23.2260629465703,12.5,1.85808503572562,0
7892266,311,4827,1851, ,13,75,1,7,12,25,65,79,14,7,531815.9,2374118.1,112.4,2023/10/24 02:30:59.136,0.5,"    1698085859136000","
",24.1101638318602,12.5,1.92881310654881,0
7892274,311,4825,1851, ,13,75,2,9,12,27,65,77,16,8,531791.8,2374117.4,112.5,2023/10/24 02:31:24.056,0.5,"    1698085884056000","
",24.7341868676325,15.5,1.59575399146016,0
7892281,311,4823,1851, ,13,75,2,8,11,22,67,80,13,6,531767.1,2374116.1,112.8,2023/10/24 02:31:51.560,0.5,"    1698085911560000","
",52.6744719954221,20.5,2.56948643880108,0
7892289,311,4819,1851, ,13,75,2,9,10,18,66,77,14,7,531714.5,2374118.9,112.8,2023/10/24 02:32:24.112,0.5,"    1698085944112000","
",26.4229067288486,12.5,2.11383253830789,0
7892295,311,4817,1851, ,13,75,2,8,11,21,64,79,11,4,531688.1,2374117.8,112.5,2023/10/24 02:32:48.496,0.5,"    1698085968496000","
",47.5051576147292,18.5,2.56784635755293,0
7892349,311,4817,1853, ,13,75,2,7,11,28,63,80,10,4,531692.8,2374144.5,112.3,2023/10/24 02:35:59.952,0.5,"    1698086159952000","
",49.2004065023399,23.5,2.09363431924851,0
7892357,311,4821,1853, ,13,75,2,8,13,29,64,77,16,8,531742,2374144.7,112.5,2023/10/24 02:36:35.368,0.5,"    1698086195368000","
",24.5081619057872,13.5,1.81541940042868,0
7892366,311,4823,1853, ,13,75,2,7,13,31,64,79,15,7,531766.4,2374147,112.5,2023/10/24 02:37:01.008,0.5,"    1698086221008000","
",25.6126921661811,13.5,1.89723645675415,0
7892373,311,4825,1853, ,13,75,2,8,10,23,67,77,15,7,531791.9,2374144.6,112.7,2023/10/24 02:37:26.936,0.5,"    1698086246936000","
",51.0474289264486,20.5,2.490118484217,0
7892381,311,4829,1853, ,13,75,2,8,11,20,64,77,11,5,531842.9,2374142.4,112.1,2023/10/24 02:37:59,0.5,"    1698086279000000","
",25.3444273953164,11.5,2.20386325176665,0
7892388,311,4831,1853, ,13,75,1,8,10,18,66,80,12,5,531868.2,2374143.9,112.1,2023/10/24 02:38:22.384,0.5,"    1698086302384000","
",28.9761971278931,25.5,1.13632145599581,0
7892398,311,4831,1855, ,13,75,2,7,7,11,64,76,10,4,531866.1,2374172.8,111.8,2023/10/24 02:39:00.328,0.5,"    1698086340328000","
",25.2144799668441,12.5,2.01715839734753,0
7892406,311,4829,1855, ,13,75,2,8,10,17,65,79,11,5,531841,2374170.4,112.2,2023/10/24 02:39:25.232,0.5,"    1698086365232000","
",51.6427148782671,18.5,2.79149810152795,0
7892414,311,4825,1855, ,13,75,1,7,10,20,65,79,14,6,531789.4,2374168.3,112.4,2023/10/24 02:39:55.800,0.5,"    1698086395800000","
",23.7775103827348,13.5,1.76129706538776,0
7892415,311,4817,1693, ,14,75,1,7,8,12,66,76,8,4,531692,2372144.9,112.1,2023/10/24 02:39:55.944,0.6,"    1698086395944000","
",25.1286688864445,33.5,0.750109518998343,0
7892421,311,4823,1855, ,13,75,2,9,13,29,65,76,15,7,531765.8,2374171.2,112.1,2023/10/24 02:40:20.928,0.5,"    1698086420928000","
",51.3638978272819,24.5,2.09648562560334,0
7892427,311,4817,1695, ,14,75,1,8,9,18,66,76,14,7,531690.8,2372170,112.1,2023/10/24 02:40:41.704,0.6,"    1698086441704000","
",25.522734963073,15.5,1.64662806213374,0
7892431,311,4819,1855, ,13,75,2,8,10,23,61,79,8,3,531714.7,2374166,112.4,2023/10/24 02:40:57.080,0.5,"    1698086457080000","
",23.5172277277708,13.5,1.74201686872376,0
7892436,311,4817,1697, ,14,75,1,6,11,23,65,77,19,9,531688.3,2372195.4,112.3,2023/10/24 02:41:09.296,0.5,"    1698086469296000","
",22.5179928057505,15.5,1.45277372940326,0
7892440,311,4817,1855, ,13,75,2,8,12,25,59,82,8,3,531691.2,2374166.9,112.5,2023/10/24 02:41:22.240,0.5,"    1698086482240000","
",25.3444273953164,14.5,1.74789154450458,0
7892443,311,4817,1699, ,14,75,1,7,15,36,64,76,17,8,531689.2,2372217.9,112.4,2023/10/24 02:41:36.776,0.6,"    1698086496776000","
",51.4117690805387,25.5,2.01614780707995,0
7892455,311,4817,1703, ,14,75,1,7,13,26,64,75,11,6,531690.3,2372269.3,112.2,2023/10/24 02:42:14.472,0.5,"    1698086534472000","
",50.9318171680304,22.5,2.26363631857913,0
7892465,311,4817,1707, ,14,75,1,6,7,13,63,86,5,3,531692.1,2372320.2,111.7,2023/10/24 02:42:48.600,0.5,"    1698086568600000","
",23.9102488484676,16.5,1.44910599081622,0
7892474,311,4817,1709, ,14,75,1,6,11,21,65,77,12,6,531692.8,2372344.1,111.3,2023/10/24 02:43:16.824,0.5,"    1698086596824000","
",50.0977045379608,22.5,2.22656464613159,0
7892486,311,4817,1713, ,14,75,1,7,10,18,66,76,13,6,531686.5,2372393.8,111.9,2023/10/24 02:43:50.952,0.5,"    1698086630952000","
",27.2264577205706,18.5,1.47170041732814,0
7892495,311,4817,1715, ,14,75,1,6,12,21,64,76,12,5,531687.7,2372421,112,2023/10/24 02:44:21.240,0.5,"    1698086661240000","
",25.6007812379958,15.5,1.65166330567715,0
7892505,311,4817,1857, ,13,75,1,7,14,32,58,87,5,2,531693.2,2374192.9,112.7,2023/10/24 02:44:48.552,0.5,"    1698086688552000","
",49.6789693936056,19.5,2.54763945608234,0
