id,easting,northing
7928503,532942.8,2376944.5
7928514,532966.6,2376944.6
7928522,532966.3,2376971.2
7928530,532966.5,2376995.2
7928538,532967.2,2377020.3
7928547,532967.2,2377045.4
7928559,532966.6,2377072.1
7928565,532965,2377096.1
7928570,532965.3,2377119.6
7928576,532966.6,2377145.5
7928583,532966.1,2377168.7
7928590,532965.9,2377193.7
7928597,532965.7,2377220.7
7928605,532964.4,2377244.3
7928609,532965.2,2377269.4
7928614,532966.5,2377294.8
7928622,532968.6,2377319.9
7928629,532966.7,2377344
7929219,532992.3,2377342.4
7929226,532992.3,2377316.6
7929236,532990.7,2377293.4
7929276,532990.6,2377269.8
7929282,532990.4,2377244
7929290,532991.4,2377218.3
7929298,532992.1,2377191.5
7929308,532992.4,2377167.3
7929316,532992.5,2377142.5
7929324,532992.6,2377117.1
7929333,532992.5,2377093.5
7929341,532991.9,2377067
7929348,532992.4,2377042.1
7929356,532992.2,2377017.2
7929363,532991.9,2376994.1
7929373,532992,2376968.1
7929382,532990.7,2376942.9
7929951,532793.1,2376567
7929961,532816.5,2376570.6
7929970,532814.6,2376547.3
7929977,532789,2376542.2
7929986,532788.3,2376517.5
7929995,532790,2376493.7
